ticker,strategy,signal_date,entry_date,exit_date,signal,entry_price,exit_price,pnl_pct
GOOGL,llm,2025-12-01,2025-12-02,2025-12-09,BUY,316.5329,312.37,-0.013152
TSLA,llm,2025-12-03,2025-12-04,2025-12-11,BUY,449.94,448.95,-0.0022
TSLA,llm,2025-12-04,2025-12-05,2025-12-12,BUY,453.03,448.09,-0.010904
TSLA,llm,2025-12-05,2025-12-08,2025-12-15,BUY,447.45,469.44,0.049145
TSLA,llm,2025-12-09,2025-12-10,2025-12-17,BUY,446.07,488.22,0.094492
TSLA,llm,2025-12-15,2025-12-16,2025-12-23,BUY,472.21,489.4,0.036403
TSLA,llm,2025-12-16,2025-12-17,2025-12-24,BUY,488.22,488.48,0.000533
TSLA,llm,2025-12-17,2025-12-18,2025-12-26,BUY,478.16,485.23,0.014786
TSLA,llm,2025-12-18,2025-12-19,2025-12-29,BUY,488.12,469.0,-0.039171
TSLA,llm,2025-12-19,2025-12-22,2025-12-30,BUY,489.88,461.09,-0.05877
GLD,llm,2025-12-01,2025-12-02,2025-12-09,BUY,388.87,385.62,-0.008358
GLD,llm,2025-12-12,2025-12-15,2025-12-22,BUY,397.76,406.98,0.02318
GLD,llm,2025-12-15,2025-12-16,2025-12-23,BUY,397.75,410.3,0.031552
GLD,llm,2025-12-16,2025-12-17,2025-12-24,BUY,398.08,412.25,0.035596
GLD,llm,2025-12-17,2025-12-18,2025-12-26,BUY,398.28,416.48,0.045697
