ticker,strategy,signal_date,entry_date,exit_date,signal,entry_price,exit_price,pnl_pct
GOOGL,llm,2025-10-06,2025-10-07,2025-10-14,BUY,248.1077,241.0723,-0.028356
GOOGL,llm,2025-10-15,2025-10-16,2025-10-23,BUY,251.6054,252.8146,0.004806
GOOGL,llm,2025-10-16,2025-10-17,2025-10-24,BUY,250.5961,256.4123,0.023209
GOOGL,llm,2025-10-17,2025-10-20,2025-10-27,BUY,254.5235,264.6469,0.039774
GOOGL,llm,2025-10-20,2025-10-21,2025-10-28,BUY,254.5735,269.5137,0.058687
GOOGL,llm,2025-10-21,2025-10-22,2025-10-29,BUY,254.2037,267.575,0.052601
GOOGL,llm,2025-10-24,2025-10-27,2025-11-03,BUY,264.6469,281.9955,0.065554
GOOGL,llm,2025-10-27,2025-10-28,2025-11-04,BUY,269.5137,276.5691,0.026178
GOOGL,llm,2025-10-28,2025-10-29,2025-11-05,BUY,267.575,278.6877,0.041531
GOOGL,llm,2025-10-29,2025-10-30,2025-11-06,BUY,291.3994,285.1435,-0.021469
GOOGL,llm,2025-10-30,2025-10-31,2025-11-07,BUY,283.0249,283.0248,-0.0
GOOGL,llm,2025-10-31,2025-11-03,2025-11-10,BUY,281.9955,284.2341,0.007938
GOOGL,llm,2025-11-03,2025-11-04,2025-11-11,BUY,276.5691,287.5619,0.039747
GOOGL,llm,2025-11-04,2025-11-05,2025-11-12,BUY,278.6877,291.4893,0.045935
GOOGL,llm,2025-11-05,2025-11-06,2025-11-13,BUY,285.1435,282.1554,-0.010479
GOOGL,llm,2025-11-10,2025-11-11,2025-11-18,BUY,287.5619,287.7318,0.000591
GOOGL,llm,2025-11-11,2025-11-12,2025-11-19,BUY,291.4893,286.9723,-0.015496
GOOGL,llm,2025-11-19,2025-11-20,2025-11-28,BUY,304.3409,323.1586,0.061831
GOOGL,llm,2025-11-20,2025-11-21,2025-12-01,BUY,296.2262,317.4923,0.07179
GOOGL,llm,2025-11-21,2025-11-24,2025-12-02,BUY,310.9266,316.5329,0.018031
GOOGL,llm,2025-11-24,2025-11-25,2025-12-03,BUY,325.9968,315.6835,-0.031636
GOOGL,llm,2025-11-25,2025-11-26,2025-12-04,BUY,320.4704,322.0194,0.004834
GOOGL,llm,2025-11-26,2025-11-28,2025-12-05,BUY,323.1586,319.2811,-0.011999
GOOGL,llm,2025-11-28,2025-12-01,2025-12-08,BUY,317.4923,320.05,0.008056
GOOGL,llm,2025-12-01,2025-12-02,2025-12-09,BUY,316.5329,312.37,-0.013152
TSLA,llm,2025-10-01,2025-10-02,2025-10-09,BUY,470.54,431.81,-0.08231
TSLA,llm,2025-10-02,2025-10-03,2025-10-10,BUY,443.29,436.54,-0.015227
TSLA,llm,2025-10-06,2025-10-07,2025-10-14,BUY,447.82,426.79,-0.046961
TSLA,llm,2025-10-17,2025-10-20,2025-10-27,BUY,443.87,439.98,-0.008764
TSLA,llm,2025-10-20,2025-10-21,2025-10-28,BUY,445.76,454.78,0.020235
TSLA,llm,2025-10-21,2025-10-22,2025-10-29,BUY,443.45,462.5,0.042959
TSLA,llm,2025-10-23,2025-10-24,2025-10-31,BUY,446.83,446.75,-0.000179
TSLA,llm,2025-10-28,2025-10-29,2025-11-05,BUY,462.5,452.05,-0.022595
TSLA,llm,2025-10-29,2025-10-30,2025-11-06,BUY,451.05,461.96,0.024188
TSLA,llm,2025-10-31,2025-11-03,2025-11-10,BUY,455.99,439.6,-0.035944
TSLA,llm,2025-11-03,2025-11-04,2025-11-11,BUY,454.46,439.4,-0.033138
TSLA,llm,2025-11-13,2025-11-14,2025-11-21,SELL,386.3,402.32,-0.04147
TSLA,llm,2025-11-18,2025-11-19,2025-11-26,SELL,406.18,423.95,-0.043749
TSLA,llm,2025-12-03,2025-12-04,2025-12-11,BUY,449.94,448.95,-0.0022
TSLA,llm,2025-12-04,2025-12-05,2025-12-12,BUY,453.03,448.09,-0.010904
TSLA,llm,2025-12-05,2025-12-08,2025-12-15,BUY,447.45,469.44,0.049145
TSLA,llm,2025-12-09,2025-12-10,2025-12-17,BUY,446.07,488.22,0.094492
TSLA,llm,2025-12-15,2025-12-16,2025-12-23,BUY,472.21,489.4,0.036403
TSLA,llm,2025-12-16,2025-12-17,2025-12-24,BUY,488.22,488.48,0.000533
TSLA,llm,2025-12-17,2025-12-18,2025-12-26,BUY,478.16,485.23,0.014786
TSLA,llm,2025-12-18,2025-12-19,2025-12-29,BUY,488.12,469.0,-0.039171
TSLA,llm,2025-12-19,2025-12-22,2025-12-30,BUY,489.88,461.09,-0.05877
GLD,llm,2025-10-01,2025-10-02,2025-10-09,BUY,358.26,373.14,0.041534
GLD,llm,2025-10-02,2025-10-03,2025-10-10,BUY,357.12,367.54,0.029178
GLD,llm,2025-10-03,2025-10-06,2025-10-13,BUY,362.16,376.5,0.039596
GLD,llm,2025-10-06,2025-10-07,2025-10-14,BUY,366.51,378.21,0.031923
GLD,llm,2025-10-07,2025-10-08,2025-10-15,BUY,371.65,385.93,0.038423
GLD,llm,2025-10-08,2025-10-09,2025-10-16,BUY,373.14,391.15,0.048266
GLD,llm,2025-10-09,2025-10-10,2025-10-17,BUY,367.54,397.14,0.080535
GLD,llm,2025-10-10,2025-10-13,2025-10-20,BUY,376.5,397.45,0.055644
GLD,llm,2025-10-13,2025-10-14,2025-10-21,BUY,378.21,386.54,0.022025
GLD,llm,2025-10-14,2025-10-15,2025-10-22,BUY,385.93,372.75,-0.034151
GLD,llm,2025-10-15,2025-10-16,2025-10-23,BUY,391.15,381.46,-0.024773
GLD,llm,2025-10-16,2025-10-17,2025-10-24,BUY,397.14,378.51,-0.04691
GLD,llm,2025-10-17,2025-10-20,2025-10-27,BUY,397.45,371.13,-0.066222
GLD,llm,2025-10-20,2025-10-21,2025-10-28,BUY,386.54,361.81,-0.063978
GLD,llm,2025-11-10,2025-11-11,2025-11-18,BUY,379.98,374.83,-0.013553
GLD,llm,2025-11-11,2025-11-12,2025-11-19,BUY,380.07,377.78,-0.006025
GLD,llm,2025-11-12,2025-11-13,2025-11-20,BUY,387.29,375.29,-0.030985
GLD,llm,2025-11-13,2025-11-14,2025-11-21,BUY,372.87,374.03,0.003111
GLD,llm,2025-11-24,2025-11-25,2025-12-03,BUY,380.26,388.46,0.021564
GLD,llm,2025-11-26,2025-11-28,2025-12-05,BUY,385.98,389.12,0.008135
GLD,llm,2025-11-28,2025-12-01,2025-12-08,BUY,390.61,387.02,-0.009191
GLD,llm,2025-12-01,2025-12-02,2025-12-09,BUY,388.87,385.62,-0.008358
GLD,llm,2025-12-12,2025-12-15,2025-12-22,BUY,397.76,406.98,0.02318
GLD,llm,2025-12-15,2025-12-16,2025-12-23,BUY,397.75,410.3,0.031552
GLD,llm,2025-12-16,2025-12-17,2025-12-24,BUY,398.08,412.25,0.035596
GLD,llm,2025-12-17,2025-12-18,2025-12-26,BUY,398.28,416.48,0.045697
